ID,SCORE
809450831531704321,0.0
809451084565663744,0.0
809451370919133188,0.6
809451511948410880,0.0
809451996596019200,0.0
809453176957050880,0.0
809454424397582336,0.0
809454646213410816,0.0
809454687908982784,0.0
809454869472022528,0.0
809455087034761217,0.0
809455155620040704,0.24253562503633297
809455451377115137,0.0
809455520734068736,0.0
809455573582352384,0.8320502943378437
809455714145955840,0.0
809455937404571649,0.0
809456193240498176,0.0
809456221971431424,0.7071067811865475
809456564226707456,0.0
809456819752026112,0.12403473458920847
809456949599371264,-0.4472135954999579
809458079326670848,0.0
809458652348227584,0.658504607868518
809458872356401153,0.0
809459804108242944,0.0
809460021222379520,0.24253562503633297
809460645712240641,0.0
809461224811282432,0.0
809461322924441600,0.6
809464230625873920,0.658504607868518
809464465095852032,0.0
809465359128375296,0.0
809465675379081220,0.0
809466402021273602,0.0
809466483738902528,0.52999894000318
809467590561120256,0.658504607868518
809468022096162816,0.0
809468629762772992,-0.12403473458920847
809468770486022144,0.0
809468903042596864,-0.12403473458920847
809468906830262273,-0.12403473458920847
809469193854787586,-0.12403473458920847
809469353917751296,-0.12403473458920847
809469429654253568,-0.12403473458920847
809469437757812736,-0.12403473458920847
809469489695834112,-0.12403473458920847
809469528044400640,0.0
809469795716440064,0.8823529411764706
809469804969127936,-0.12403473458920847
809470011089817600,-0.12403473458920847
809470045843845121,-0.3511234415883917
809470867813994496,-0.12403473458920847
809472033461370880,-0.12403473458920847
809472475457261569,-0.12403473458920847
809472631317655552,0.0
809472859013869568,0.24253562503633297
809473007894822913,0.658504607868518
809473779931971585,0.0
809474196069818368,-0.12403473458920847
809474565248270336,-0.12403473458920847
809474756596600833,-0.12403473458920847
809475175230111744,0.52999894000318
809475648410492928,0.0
809475750558658560,-0.3511234415883917
809475854308872192,-0.3511234415883917
809477478041403392,-0.12403473458920847
809477579564609538,-0.12403473458920847
809477839913439233,0.658504607868518
809478762165313537,-0.3511234415883917
809479909001269249,0.24253562503633297
809479954492772352,0.0
809480627846258689,0.24253562503633297
809480655012843520,0.0
809481113924055040,-0.12403473458920847
809481587591184389,0.12403473458920847
809481921059258368,-0.3511234415883917
809482257920655361,-0.3511234415883917
809482445372461056,-0.12403473458920847
809482479266570240,-0.3511234415883917
809482582303744000,-0.3511234415883917
809482779654291457,0.0
809482988941611009,-0.3511234415883917
809483321466089472,-0.3511234415883917
809483396988674049,-0.12403473458920847
809484106551717888,-0.3511234415883917
809484514565226496,-0.3511234415883917
809485089428094976,-0.12403473458920847
809485298602283012,-0.12403473458920847
809485701444227072,0.658504607868518
809486880609882113,0.0
809486960125509632,-0.12403473458920847
809487279790100480,-0.12403473458920847
809487624629055488,0.0
809488803731750913,0.24253562503633297
809489569955672067,0.0
