ID,SCORE
809450831531704321,0.7071067811865475
809451084565663744,0.7071067811865475
809451370919133188,0.52999894000318
809451511948410880,0.7071067811865475
809451996596019200,0.7071067811865475
809453176957050880,0.7071067811865475
809454424397582336,0.7071067811865475
809454646213410816,0.7071067811865475
809454687908982784,0.7071067811865475
809454869472022528,0.7071067811865475
809455087034761217,0.7071067811865475
809455155620040704,0.7071067811865475
809455451377115137,0.7071067811865475
809455520734068736,0.7071067811865475
809455573582352384,0.28470840780816636
809455714145955840,0.7071067811865475
809455937404571649,0.7071067811865475
809456193240498176,0.7071067811865475
809456221971431424,0.8944271909999159
809456564226707456,0.7071067811865475
809456819752026112,-0.07181409847369778
809456949599371264,0.7071067811865475
809458079326670848,0.7071067811865475
809458652348227584,0.40043424243531195
809458872356401153,0.7071067811865475
809459804108242944,0.7071067811865475
809460021222379520,0.5330376563645239
809460645712240641,0.7071067811865475
809461224811282432,0.7071067811865475
809461322924441600,0.644088632513913
809464230625873920,0.40043424243531195
809464465095852032,0.7071067811865475
809465359128375296,0.7071067811865475
809465675379081220,0.7071067811865475
809466402021273602,0.7071067811865475
809466483738902528,0.7071067811865475
809467590561120256,0.40043424243531195
809468022096162816,0.7071067811865475
809468629762772992,0.7071067811865475
809468770486022144,0.7071067811865475
809468903042596864,-0.15413575011076347
809468906830262273,-0.15413575011076347
809469193854787586,-0.15413575011076347
809469353917751296,-0.15413575011076347
809469429654253568,-0.15413575011076347
809469437757812736,0.7071067811865475
809469489695834112,0.7071067811865475
809469528044400640,0.7071067811865475
809469795716440064,0.7071067811865475
809469804969127936,0.7071067811865475
809470011089817600,0.7071067811865475
809470045843845121,0.7071067811865475
809470867813994496,-0.15413575011076347
809472033461370880,-0.15413575011076347
809472475457261569,0.5778361689253096
809472631317655552,0.7071067811865475
809472859013869568,0.7071067811865475
809473007894822913,0.40043424243531195
809473779931971585,0.7071067811865475
809474196069818368,-0.15413575011076347
809474565248270336,-0.15413575011076347
809474756596600833,-0.15413575011076347
809475175230111744,0.7071067811865475
809475648410492928,0.7071067811865475
809475750558658560,0.7071067811865475
809475854308872192,0.7071067811865475
809477478041403392,-0.15413575011076347
809477579564609538,-0.15413575011076347
809477839913439233,0.40043424243531195
809478762165313537,0.7071067811865475
809479909001269249,0.7071067811865475
809479954492772352,0.7071067811865475
809480627846258689,0.7071067811865475
809480655012843520,0.7071067811865475
809481113924055040,-0.15413575011076347
809481587591184389,-0.30822551547570437
809481921059258368,0.7071067811865475
809482257920655361,0.7071067811865475
809482445372461056,0.7071067811865475
809482479266570240,0.7071067811865475
809482582303744000,0.7071067811865475
809482779654291457,0.5864365184540118
809482988941611009,0.7071067811865475
809483321466089472,0.7071067811865475
809483396988674049,0.7071067811865475
809484106551717888,0.7071067811865475
809484514565226496,0.7071067811865475
809485089428094976,0.7071067811865475
809485298602283012,0.7071067811865475
809485701444227072,0.40043424243531195
809486880609882113,0.7071067811865475
809486960125509632,-0.15413575011076347
809487279790100480,-0.15413575011076347
809487624629055488,0.7071067811865475
809488803731750913,0.5250942125341231
809489569955672067,0.7071067811865475
809489613974736896,0.23704563778079357
809489776206381056,0.7071067811865475
809490485438017536,0.19611613513818402
809490514827476992,0.7071067811865475
809490933922283521,-0.15413575011076347
809492592069111811,0.4080857834606924
809492909326299136,0.7071067811865475
809493114792640512,-0.15413575011076347
809493141896175617,0.7071067811865475
